,text,predicted_labels,confidence_score,annotation_correct
24177, that plain sux. kinda like cheers goin off the air.,,,0
24178,"Today is just not my day. I can`t seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",,,0
24179,"i need sweets, drank my cyderrrrrrrrr",,,0
24180,"Out if class!! Yow party + four hour lecture don`t mix attal!! I had to drink 3 red bulls & I`m still sleepy .,,,,smh! Alrite bedtime",,,0
24181, yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night,,,0
24182,pmg im very upset no just relasie hugh laurie isnt on  **** ohh,,,0
24183,"  it does but the screen is dark - so when i click it, i hang up on whoever im talking to",,,0
24184,I want it NOW..  finally found what I wanted ..,,,0
24185,Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie,,,0
24186," Heehee, how did you know who I was talking about?",,,0
24187,_Zol I would like to make a comment about the password but I can`t on this medium,,,0
24188,editing something in photoshoot  NILEY,,,0
24189,Yogulicious? another sour sally competitor,,,0
24190, yeah I was like oh oh oh yeah that`s it but then she said no  lol bummer,,,0
24191," they did,",,,0
24192, Good luck with the footage - none of the stations are breaking in live with it,,,0
24193, i know!! No money for pedicures!!,,,0
24194,_Star95 oh so you know how I feel then  **** representative for bank of america tried to make it sound like I did it. What a b ...,,,0
24195, really?  wooooo! I wish i could go to indonesia! Lol. Hopefully next summer.,,,0
24196, well just remember that tmrw is another day and hopefully won`t be as craptastic. sorry girrrrl,,,0
24197,"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",,,0
24198,assumes it wasnt so taboo to start an email with 'LOL' considering that the reply it got started with 'ROFL. PWN3D.' I love the internet!,,,0
24199, It means 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired  so translated,,,0
24200,  i got too do course work   i hate it it is hard this one,,,0
24201,working today.  Can`t find my key so I had to borrow Miranda`s.,,,0
24202,With My Boy Still  He`s everything to me,,,0
24203, ..people you love.... wait i am not there,,,0
24204, Awwwww!!!! And the gorgeous photo from California!!! You two make me melt!!!,,,0
24205," lol, Thanks for the morning Chuckle   Not sure if you follow me? Please check..",,,0
24206,Happy Mother`s Day Mommies,,,0
24207,Went to see 'UP'. It was a really good movie that pulls at the heart strings  i highly recommend it,,,0
24208, awww  omg garbo fake playing during one of the songs!!! haha,,,0
24209, Perfect! Thank you.  <3<3,,,0
24210,BYEEEEE!!!,,,0
24211," dear michael sorce, you crack me up! sincerely, me",,,0
24212, i hope you feel better,,,0
24213,well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,,,0
24214,"  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger",,,0
24215,Getting ready for an early night tweeps!   Have a great one every 1,,,0
24216," I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 & 12)",,,0
24217, great show today,,,0
24218,wants to go to walmart. but won`t go alone,,,0
24219,'Ooh-ooh... it`s SHINY'. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up,,,0
24220,back home early for once  - wow this thing is getting addictive..................**** u phil XD,,,0
24221,****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,,,0
24222,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,,,0
24223," aha, so that`s you.  I`ve been meaning to take a look. Looks cool. If you could just get a pool in there",,,0
24224, Hi Selena i made this team to support you in Greece and Cyprus,,,0
24225, i`m with you in this.  i`ve always have prob prioritizing myself ahead of him.,,,0
24226,"_**** :O really  well if u want, we can go 2gether next yr?",,,0
24227," Maybe you have, my memory sucks.",,,0
24228,Grey`s `Sweet Surrender`  http://tinyurl.com/d5mjyj,,,0
24229,currently working on the SDP`s Prototype.... so much to do...,,,0
24230,"Hi tweete, surprised to see everyone still up...maybe it`s the full moon",,,0
24231, Hope you feel better soon and check out my cool backround on my profile,,,0
24232,"Hey, im chillin right now, gettin ready for school   Mohawk Kidd",,,0
24233,"i feel extra-nauseous all of a sudden, like my stomach wasn`t ready to resume peristalsis after the events of two nights prior",,,0
24234," youre not going, are you   ?",,,0
24235,I`m gonna miss them so much  I`m crying right now... :/,,,0
24236, do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,,,0
24237," totally agree, but she always seems to be henpecking John, even before the cheating thing",,,0
24238,"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again",,,0
24239, and I have a gentleman`s agreement: Whoever wins the first match (or is it best of three?) pays for the other person`s copy.,,,0
24240,is thinking so much and i`m at work,,,0
24241, What was the compiment? I`m glad you`re having a good time.,,,0
24242,"It turns out I`m really, like, sixty years old, guys. You were right!!!!!  I`m off to seek my future a little later than planned!",,,0
24243,"To make it worse, its my friends party tonight, and I`m stuck here. I haven`t seen her for months",,,0
24244,"watching shark boy and lava girl! on disney channel. hanging out with sarah jane, micah, & rachel",,,0
24245,my head is hurting..,,,0
24246, I know!!!! He didn`t ask me,,,0
24247,Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya,,,0
24248,Oops that would be #edaust09,,,0
24249,Crawling into bed super happy that the Penguins won tonight,,,0
24250,really ill atm,,,0
24251,my party is wiped out they be all dead and stuff,,,0
24252,its about to storm..soo much 4 goin out  ..ill just play on the net for awhile,,,0
24253, I think I should... But with who? Hmmmm. Maybe a friend in ALASKA,,,0
24254, Ah GDit! Ranger game this afternoon,,,0
24255, ahh that would rock,,,0
24256, is enough time!! (if i get into VIP!) but i know that doesn`t make up for it  at least they`ll have each other!,,,0
24257, Hi! Im Barb frm IA. New to tweetin. Enjoy reading ur tweets. U seem like a wonderful person..I KNOW ur a wonderful actress,,,0
24258," Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",,,0
24259, um... thats my favorite beer!! why must you torture me so when I can`t make it down there!!,,,0
24260," No, trying to reason with it. It didn`t listen",,,0
24261," I will, n btw happy mothers day sissy",,,0
24262,Have been rolling on the bed for the past 2 hours ... Still unable to sleep,,,0
24263," As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...",,,0
24264,June gloom seems to have arrived early,,,0
24265,I work in one hour,,,0
24266,  cuss u siad u weren`t having it...lol,,,0
24267,... thanks everybody for your wonderful feedback re my Happiletter,,,0
24268, You are welcome.,,,0
24269,http://twitpic.com/4jkvh - I wasn`t bored really..  my redd converse. I love converse.,,,0
24270,"Very very interesting night in Defiance to say the least... but hey, I got `Guys and Dolls` for free!",,,0
24271,_Rocks Just spurted Fanta out of my mouth laughing at that!,,,0
24272, hope you have a great day tomorrow!!  happy mothers day!  let us know what you did,,,0
24273, Don`t tease me! I`m in desperate need of an adjustment.,,,0
24274, OHH  yeah i sometimes forget  your in the other but cheek ok america,,,0
24275," well, the customer is always right (at least that`s what they tell me)",,,0
24276,sore head..hope my girls ok,,,0
24277," Alas, we can`t broadcast the lunches as we have no bandwidth in those rooms",,,0
24278,"Back at home,11 hours till work",,,0
24279," That may be, I still don`t like hearing his name so much.   #blackhawks #canucks",,,0
24280, i got talent too  u nvr hear me sing or dance them does call me Mini Breezy,,,0
24281,Bah I don`t think `s FB fan page will get to 7500,,,0
24282,Last night was fun w the lightening and thunder  Today will be in the 90s,,,0
24283,"Reading, cryin, reading, laughin...  Enjoying the ride while being enlightened and inspired by letters to a young sister!!  Thx Hill.",,,0
24284," Ahh man, and im off NEXT weekend",,,0
24285,Apperently ea knows my copy of the sims 3 is not legit and is upset,,,0
24286," Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email",,,0
24287,_ thats coz we love you,,,0
24288, Here`s getting cold.. And I got my coffee break 2 minutes ago. Enjoy your drink,,,0
24289,Finally out of school for today! HAD TO SIT IN LIBRARY FOR A LONG TIME,,,0
24290,at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,,,0
24291, are you are a RIOT!!,,,0
24292, ooohhh imma need you to get on that asap love you,,,0
24293, i know... I don`t want to be left in our home by myself during the weekend...,,,0
24294,Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,,,0
24295, Grrr. We don`t finish until July 3rd.,,,0
24296," I Love This Song lol, You`re amazing Steph , xoxo",,,0
24297, hey thanks mate your cool coz you watched it...,,,0
24298,i messed up my back/hip. it hurts so bad,,,0
24299,My arms hurt,,,0
24300," oh ok  good ... now i will jump for joy! M, you just made my day",,,0
24301,The moon is sooooo pretty,,,0
24302,I have too much homework to do today,,,0
24303,workin at la bootay... wheres the warm weather at???,,,0
24304,depressed; my best friends pissed @ me,,,0
24305, yes........there are many cool things americans cannot watch,,,0
24306, ._.; Thanxxx ! Now with that message I just wanna leave !! )= ! BYE !,,,0
24307,  so thats how u spent ur weekend so far?,,,0
24308,"done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...",,,0
24309,school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,,,0
24310, Have a good day,,,0
24311, Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,,,0
24312,happy mother`s day everyone,,,0
24313,weekend along with the summer is here so why do I feel sad?,,,0
24314,just going to cook some lamb chops for lunch - I always end up coking just before pay day and amaze myself at how much I can cook,,,0
24315,"getting off for the night, in such a great mood!",,,0
24316," From the champion team in the defunct MBA, Cebu Gems!",,,0
24317,Hate this song  ? http://blip.fm/~5jg6f,,,0
24318, ooo enjoy  and thanks for looking out for ours,,,0
24319,"partied w/  @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober",,,0
24320,Snap. Breaking out again,,,0
24321,I buy the team Zotz and they decide to roast me.,,,0
24322,hey  sending some Florida sunshine your way  Supertramp ÃÂ¯ÃÂ¿ÃÂ½ It`s Raining Again ÃÂ¯ÃÂ¿ÃÂ½  you m... ? http://blip.fm/~5jucn,,,0
24323,"- arrggh kids that won`t settle....need some Kava for Liam, that`ll sort `em...",,,0
24324,"_ it just upsets me , becasue like 6 years we have loved them .. and then this happens  imm really uset now x",,,0
24325,"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can`t believe I just spent 10 minutes finding auto correct options",,,0
24326,_dazzles Well tonight would be a good time to watch.,,,0
24327,I`ve listed lots of new beads on eBay!,,,0
24328,bath time,,,0
24329,"fuckkk i need sleepppppppp lol, happy mothers day mummy",,,0
24330,Good movie.,,,0
24331, ah! NFG were super amazing! Jordan is `pretty legit`!! Can`t stay longer 2 meet everyone cuz we hv 3 hour drive home!,,,0
24332,still shopping and looking for shoes now,,,0
24333,Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,,,0
24334,A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux,,,0
24335," whaatttaatttt! she is a good cook and really creative, silly sierra",,,0
24336,i didnt get a hug today,,,0
