,text,predicted_label
25496,"This is for nicole ÃÂ¯ÃÂ¿ÃÂ½ Its raining, make sure you bring an umbrellaÃÂ¯ÃÂ¿ÃÂ½ See its not about the pack train I`m on today",
25497," haha, sorry, it`s past my bedtime",
25498,"Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?",
25499,"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  'Now I`m in stitches ooooover you and oooover you, oh'",
25500,"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!",
25501,who goes bowling anymore?... me and my friends,
25502, I`m just following you because we`re both wearing Converse,
25503," hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",
25504, its brokey,
25505,"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!",
25506,hm i`m happy but i want to join drama practice today !,
25507,finally synced iPod,
25508," if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",
25509, no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something,
25510,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,
25511,Nothing like waking up slow in the morning. Docs appt today.,
25512,Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend....pictures to follow at 95sx.com,
25513,I`m slightly disturbed by Hollyoaks tonight.  I really don`t think it`s something that should have been shown at 6.30pm...,
25514,Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,
25515,"ÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½h. iÃÂ¯ÃÂ¿ÃÂ½m gonna go in the 'big' house now, borrow my sis guitar and play and maybe write",
25516,Morning.. Coffee and fresh air,
25517," oh, is it good? I`ve been wanting to watch that movie but nooobody would watch it w/me",
25518,Sleeeeeeeepy.... I`m off... Goodnight twitterverse!,
25519, go into an anti-gravity chamber then you can tell gravity to suck it.,
25520,off to friendss for theree birthdayy.  X,
25521,http://twitpic.com/4we51 - summer is here.,
25522," demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",
25523,Boo Im lonely and bored,
25524,It hurts to breathe again.. Why?,
25525,"Off to the Dream World to battle the evil Spork Horde.  Later, folks.",
25526, waaaaayyyyy too hot for that,
25527,.... So I always get left out,
25528," again, surely the uploading could wait until you got home?  I`m all about enjoying the party when you can.",
25529,might start Spanish...any min now....nope just can`t do it! ****,
25530, yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,
25531,"talkshow with Larry, then Cage?",
25532,****... Why does it take so long to install SBS2008?!,
25533,Have to go to work  typical sunshine and deep sleep; stupid friday.,
25534,_Uh_Knee,
25535,I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,
25536,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,
25537,At tempe marketplace waiting to see Star Trek.,
25538, all you have to do is have your boyfriend say something for me so i can hear his accent.,
25539,95 degrees and a crappy a/c,
25540,Stuck on NJ Transit for the past twenty minutes. Great way to start the week,
25541,Playing 'The Simpsons Game' for Nitentdo DS Light *_*,
25542, Pleaseee Give Me A Shoutout  Love Georgia (UK),
25543,That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,
25544,I am having a pretty good time at work talking **** with one on  the gymnastics gils,
25545,Just had an iced coffee. Christ that tasted nasty,
25546," haha, yeah I think it`s a bit of both",
25547,Angus down 3-1 in first set     http://yfrog.com/10jsepj,
25548," He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs.",
25549,"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",
25550, I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won`t see him until Sunday.,
25551,I don`t wanna be single the rest of my life,
25552, The John Lennon poster. My inner fan girl is dancing with joy.,
25553,"http://twitpic.com/675tw - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",
25554,"is boiling in the office, air con any1 ?",
25555, I`m so ready for the weekend. Did you see all the flash flood warnings for around here?,
25556,#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod,
25557,"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",
25558, not there but wish I were,
25559," Ahh Dave Canada isn`t included  That`s okay, we still love ya!  Let`s get this!",
25560," No nothing wrong with thinking he`s hot, but he belongs to me",
25561,Morning & welcome new followers! I tweet business & pleasure so just fair warning,
25562,IBood DOWN,
25563,"J, sorry about the bad night, hopefully my workout updates gave you a little humor in your night..",
25564,_Kid congrats; im still jobless,
25565, heyyy! how are you todayy?!,
25566, Yucky! We had our last soccer game of the season today...tryouts start Friday,
25567,I`m a 100% Reagan con according to this quiz http://quizfarm.com/run.php/QuizRunner,
25568,Search Ryan Carera & Josh Kelley  They`re really good,
25569,"So happy that it`s FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy`s spirit...",
25570,can`t set up my phone on twitter,
25571,Loll whats boyfriend #2 supposed to mean then?  its to cold,
25572,"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",
25573,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts",
25574," main event has not happened yet, but he is doing well so far",
25575,Sad to be leaving so soon,
25576," If you ever need some help with the Podcasters Emporium, let me know",
25577,Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,
25578,wish all the mother in the flatworld have a happy & awesome mother`s day,
25579,Congrats to Dave & Anna! Surprise proposal at the Enzian Theater in Orlando  http://qik.com/video/1638824,
25580," Hey.  I won`t be coming to town this weekend, because I don`t have a day off until next friday.",
25581,is so bored...,
25582,_in_NH night bud,
25583,(SINGZ) SO I THINK IM JST ABT DONE BEING UR GIRRRLFRIEND....IM LEAVIN....IM LEAVIN! JST LOVE CM!,
25584," hey! haha, yep! that was me! negative comments get me reallllyyy mad; so i always defend them!  haha!",
25585,Just got home from work and tired,
25586," i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t.",
25587,No one`s coming in,
25588,"i thought ur account  was fake. but, it`s true, sorry david!",
25589,"my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i`m climbing the: mt. numbers.",
25590,Going to buffalo wild wings to meet up with my best friends I haven`t seen in forever! Too bad I can`t eat the food,
25591, I had bad net issues on Weds so couldn`t broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,
25592,"_C I can`t find the original on blip.fm and the Ex Models version, not so much...",
25593, fantastic.... pick up a **** for me,
25594,Basil will be the highlight of my day. I`ve just had an old man lecture me on the greatness of the Telegraph. What an idiot,
25595,Happy Mothers Day to all Mothers every where,
25596,is bored. my BFF doesn`t want to hang out,
25597, and  great seein you guys today!!! you look so happy  love it!! lets hang out soon!! love yall!,
25598, Yes please and check out your position on the locations map when added  - http://bit.ly/ttVn2,
25599,Wow Justin Timberlake on SNL tonight was hilarious! You gotta love that dude!,
25600,I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,
25601,"   plus, it is going to clash with ugly betty when channel 4 shows season 3 next month as well. grrr  !",
25602,Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note,
25603, what!!!????  where are u guys going!?,
25604, but i love adriana,
25605," thanks for the retweet, man  having a quiet Sunday morning... how`s yours?",
25606,has been kinda nice break but it wont matter soon I`ll be in grad school,
25607,Fun webcamming with caroooo,
25608,thinks Coast Capital sent her work number to telemarketers,
25609,_MISS_CBW Sorry!  It`s been one hell of a day.  I has flooding,
25610," Okay, as long as you`re all right.",
25611, Thank you for that!  I know it.,
25612,My coffee got cold blah!,
25613,enjoy the laker game for me guys! since i`ll be at work,
25614, oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. <3,
25615,"Taking Horse Pills, hoping I can get some sleep tonight",
25616, oh that`s Star Trek  going on the 7th already. Woo!,
25617,"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested",
25618,finally leaving this place! woohoo! school time!,
25619,Waiting for Raimi`s new horror flick Drag Me To Hell. I`m really excited for this! Too bad it`s not in #amcmain in KC,
25620, That would be most welcome,
25621,My siblings left me alone.   Bored. (:|,
25622, Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,
25623,OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.,
25624,Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,
25625,Aww man I left all my laffy taffy`s at work,
